documento,topico,modelo,prompt,dataset_legivel,dataset_raw,resposta,silver_label,silver_is_not_found,resposta_is_not_found,detection_true,detection_pred,quality_applicable,quality_true,quality_pred,similarity,y_pred
CBSS_3_Escritura-Escritura_20231003_000.pdf,COVENANTS_FINANCEIROS,Grok 4.1 Com raciocínio,pro_covenants_financeiros,topics,prompt_geral_conhecimento_por_topic,"ICSD >= 1,10 (entre Conclusão Parcial e Total do Projeto para evitar Ordem de Bloqueio); ICSD >= 1,20 (após Conclusão Total do Projeto para evitar Ordem de Bloqueio); ICSD >= 1,30 (para distribuição de dividendos e redução de capital); PLAT >= 0% (antes Conclusão Total para dividendos) ou >= 10% (após); Endividamento adicional <= 10% da Receita Operacional Bruta.","ICSD >= 1,10 (entre Conclusão Parcial e Total do Projeto); ICSD >= 1,20 (após Conclusão Total); Dívida Líquida/EBITDA < 4,5x (Fiadora)",False,False,1,1,True,1,1,0.8589977622032166,
CBSS_3_Escritura-Escritura_20231003_000.pdf,DATA_DE_EMISSAO,Sonar,basic,zeroshoot,prompt_geral_0_shoot,03 de outubro de 2023,03 de outubro de 2023,False,False,1,1,True,1,1,0.9999998807907104,
CBSS_3_Escritura-Escritura_20231003_000.pdf,DATA_DE_EMISSAO,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,15 de outubro de 2023,03 de outubro de 2023,False,False,1,1,True,1,1,0.9732704758644104,
CBSS_3_Escritura-Escritura_20231003_000.pdf,DATA_DE_EMISSAO,Claude Sonnet 4.5 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,15 de outubro de 2023,03 de outubro de 2023,False,False,1,1,True,1,1,0.9732704758644104,
CBSS_3_Escritura-Escritura_20231003_000.pdf,DATA_DE_EMISSAO,Grok 4.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,15 de outubro de 2023,03 de outubro de 2023,False,False,1,1,True,1,1,0.9732704758644104,
CBSS_3_Escritura-Escritura_20231003_000.pdf,DATA_DE_EMISSAO,Grok 4.1 Com raciocínio,pro_geral,conhecimento_12,prompt_geral_conhecimento,Não encontrado,03 de outubro de 2023,False,True,1,0,False,-1,0,0.0,
CBSS_3_Escritura-Escritura_20231003_000.pdf,DATA_DE_EMISSAO,Sonar,pro_geral,conhecimento_12,prompt_geral_conhecimento,Não encontrado,03 de outubro de 2023,False,True,1,0,False,-1,0,0.0,
CBSS_3_Escritura-Escritura_20231003_000.pdf,DATA_DE_EMISSAO,GPT-5.1 Com raciocínio,pro_geral,conhecimento_12,prompt_geral_conhecimento,15 de outubro de 2023,03 de outubro de 2023,False,False,1,1,True,1,1,0.9732704758644104,
CBSS_3_Escritura-Escritura_20231003_000.pdf,DATA_DE_EMISSAO,Claude Sonnet 4.5 Com raciocínio,pro_geral,conhecimento_12,prompt_geral_conhecimento,15 de outubro de 2023,03 de outubro de 2023,False,False,1,1,True,1,1,0.9732704758644104,
CBSS_3_Escritura-Escritura_20231003_000.pdf,DATA_DE_EMISSAO,Grok 4.1 Com raciocínio,pro_data_emissao,topics,prompt_geral_conhecimento_por_topic,Não encontrado,03 de outubro de 2023,False,True,1,0,False,-1,0,0.0,
CBSS_3_Escritura-Escritura_20231003_000.pdf,DATA_DE_EMISSAO,Sonar,pro_data_emissao,topics,prompt_geral_conhecimento_por_topic,Não encontrado,03 de outubro de 2023,False,True,1,0,False,-1,0,0.0,
CBSS_3_Escritura-Escritura_20231003_000.pdf,DATA_DE_EMISSAO,GPT-5.1 Com raciocínio,pro_data_emissao,topics,prompt_geral_conhecimento_por_topic,15 de outubro de 2023,03 de outubro de 2023,False,False,1,1,True,1,1,0.9732704758644104,
CBSS_3_Escritura-Escritura_20231003_000.pdf,DATA_DE_EMISSAO,Claude Sonnet 4.5 Com raciocínio,pro_data_emissao,topics,prompt_geral_conhecimento_por_topic,03 de outubro de 2023,03 de outubro de 2023,False,False,1,1,True,1,1,0.9999998807907104,
CBSS_3_Escritura-Escritura_20231003_000.pdf,DESTINACAO_DOS_RECURSOS,Sonar,basic,zeroshoot,prompt_geral_0_shoot,a totalidade dos Recursos Líquidos captados por meio da Oferta será destinada a novos investimentos relacionados ao Projeto,"A totalidade dos Recursos Líquidos captados por meio da Oferta será destinada (i) no reembolso de gastos, despesas e dívidas ocorridas nos 24 (vinte e quatro) meses anteriores à data de encerramento da Oferta e (ii) a novos investimentos, todos relacionados ao Projeto",False,False,1,1,True,1,0,0.7318992614746094,
CBSS_3_Escritura-Escritura_20231003_000.pdf,DESTINACAO_DOS_RECURSOS,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,"A totalidade dos Recursos Líquidos captados por meio da Oferta será destinada (i) no reembolso de gastos, despesas e dívidas ocorridas nos 24 (vinte e quatro) meses anteriores à data de encerramento da Oferta e (ii) a novos investimentos, todos relacionados ao Projeto","A totalidade dos Recursos Líquidos captados por meio da Oferta será destinada (i) no reembolso de gastos, despesas e dívidas ocorridas nos 24 (vinte e quatro) meses anteriores à data de encerramento da Oferta e (ii) a novos investimentos, todos relacionados ao Projeto",False,False,1,1,True,1,1,1.0000001192092896,
CBSS_3_Escritura-Escritura_20231003_000.pdf,DESTINACAO_DOS_RECURSOS,Claude Sonnet 4.5 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,"A totalidade dos Recursos Líquidos captados por meio da Oferta será destinada, nos termos do artigo 2º, parágrafo 1º, da Lei 12.431, e do Decreto 8.874, (i) no reembolso de gastos, despesas e dívidas ocorridas nos 24 (vinte e quatro) meses anteriores à data de encerramento da Oferta; e (ii) a novos investimentos, todos relacionados ao Projeto de prestação de serviços públicos, sob regime de concessão, para ampliação, manutenção e exploração da infraestrutura aeroportuária dos aeroportos pertencentes ao bloco Sul","A totalidade dos Recursos Líquidos captados por meio da Oferta será destinada (i) no reembolso de gastos, despesas e dívidas ocorridas nos 24 (vinte e quatro) meses anteriores à data de encerramento da Oferta e (ii) a novos investimentos, todos relacionados ao Projeto",False,False,1,1,True,1,0,0.7048816680908203,
CBSS_3_Escritura-Escritura_20231003_000.pdf,DESTINACAO_DOS_RECURSOS,Grok 4.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,"totalidade dos Recursos Líquidos destinada a investimentos no Projeto (ampliação, manutenção e exploração da infraestrutura aeroportuária dos 9 aeroportos do Bloco Sul)","A totalidade dos Recursos Líquidos captados por meio da Oferta será destinada (i) no reembolso de gastos, despesas e dívidas ocorridas nos 24 (vinte e quatro) meses anteriores à data de encerramento da Oferta e (ii) a novos investimentos, todos relacionados ao Projeto",False,False,1,1,True,1,0,0.4079640507698059,
CBSS_3_Escritura-Escritura_20231003_000.pdf,DESTINACAO_DOS_RECURSOS,Grok 4.1 Com raciocínio,pro_geral,conhecimento_12,prompt_geral_conhecimento,"reembolso de gastos, despesas e dívidas ocorridas nos 24 meses anteriores e novos investimentos relacionados ao Projeto","A totalidade dos Recursos Líquidos captados por meio da Oferta será destinada (i) no reembolso de gastos, despesas e dívidas ocorridas nos 24 (vinte e quatro) meses anteriores à data de encerramento da Oferta e (ii) a novos investimentos, todos relacionados ao Projeto",False,False,1,1,True,1,0,0.8169079422950745,
CBSS_3_Escritura-Escritura_20231003_000.pdf,DESTINACAO_DOS_RECURSOS,Sonar,pro_geral,conhecimento_12,prompt_geral_conhecimento,"reembolso de gastos, despesas e dívidas ocorridos nos 24 meses anteriores e novos investimentos relacionados ao Projeto","A totalidade dos Recursos Líquidos captados por meio da Oferta será destinada (i) no reembolso de gastos, despesas e dívidas ocorridas nos 24 (vinte e quatro) meses anteriores à data de encerramento da Oferta e (ii) a novos investimentos, todos relacionados ao Projeto",False,False,1,1,True,1,0,0.8107402324676514,
CBSS_3_Escritura-Escritura_20231003_000.pdf,DESTINACAO_DOS_RECURSOS,GPT-5.1 Com raciocínio,pro_geral,conhecimento_12,prompt_geral_conhecimento,"A totalidade dos Recursos Líquidos captados por meio da Oferta será destinada: (i) no reembolso de gastos, despesas e dívidas ocorridas nos 24 (vinte e quatro) meses anteriores à data de encerramento da Oferta; e (ii) a novos investimentos, todos relacionados ao Projeto","A totalidade dos Recursos Líquidos captados por meio da Oferta será destinada (i) no reembolso de gastos, despesas e dívidas ocorridas nos 24 (vinte e quatro) meses anteriores à data de encerramento da Oferta e (ii) a novos investimentos, todos relacionados ao Projeto",False,False,1,1,True,1,1,0.9930422306060792,
CBSS_3_Escritura-Escritura_20231003_000.pdf,DESTINACAO_DOS_RECURSOS,Claude Sonnet 4.5 Com raciocínio,pro_geral,conhecimento_12,prompt_geral_conhecimento,"A totalidade dos Recursos Líquidos será destinada (i) no reembolso de gastos, despesas e dívidas ocorridas nos 24 meses anteriores à data de encerramento da Oferta; e (ii) a novos investimentos, todos relacionados ao Projeto de prestação de serviços públicos, sob regime de concessão, para ampliação, manutenção e exploração da infraestrutura aeroportuária dos aeroportos pertencentes ao bloco Sul","A totalidade dos Recursos Líquidos captados por meio da Oferta será destinada (i) no reembolso de gastos, despesas e dívidas ocorridas nos 24 (vinte e quatro) meses anteriores à data de encerramento da Oferta e (ii) a novos investimentos, todos relacionados ao Projeto",False,False,1,1,True,1,0,0.8215533494949341,
CBSS_3_Escritura-Escritura_20231003_000.pdf,DESTINACAO_DOS_RECURSOS,Claude Sonnet 4.5 Com raciocínio,pro_destinacao_recursos,topics,prompt_geral_conhecimento_por_topic,"A totalidade dos Recursos Líquidos captados por meio da Oferta será destinada, nos termos do artigo 2º, § 1º, da Lei 12.431, e do Decreto 8.874, (i) no reembolso de gastos, despesas e dívidas ocorridas nos 24 (vinte e quatro) meses anteriores à data de encerramento da Oferta e (ii) a novos investimentos, todos relacionados ao Projeto. A prestação de servios públicos, sob regime de concessão, para amplição, manutenção e exploração da infraestrutura aeroportuária dos aeroportos pertencentes a esse bloco, quais sejam: (i) Aeroporto Internacional de Curitiba - Afonso Pena, (ii) Aeroporto Internacional de Foz do Iguaçu - Cataratas, (iii) Aeroporto Internacional de Navegantes - Ministro Victor Konder, (iv) Aeroporto de Londrina - Governador José Richa, (v) Aeroporto de Joinville - Lauro Carneiro de Loyola, (vi) Aeroporto de Bacacheri, (vii) Aeroporto Internacional de Pelotas - João Simões Lopes Neto, (viii) Aeroporto Internacional de Uruguaiana - Rubem Berta, (ix) Aeroporto Internacional de Bagé - Comandante Gustavo Kraemer.","A totalidade dos Recursos Líquidos captados por meio da Oferta será destinada (i) no reembolso de gastos, despesas e dívidas ocorridas nos 24 (vinte e quatro) meses anteriores à data de encerramento da Oferta e (ii) a novos investimentos, todos relacionados ao Projeto",False,False,1,1,True,1,0,0.6676468849182129,
CBSS_3_Escritura-Escritura_20231003_000.pdf,DESTINACAO_DOS_RECURSOS,Grok 4.1 Com raciocínio,pro_destinacao_recursos,topics,prompt_geral_conhecimento_por_topic,"reembolso de gastos, despesas e dívidas ocorridas nos 24 meses anteriores à data de encerramento da Oferta e a novos investimentos, todos relacionados ao Projeto","A totalidade dos Recursos Líquidos captados por meio da Oferta será destinada (i) no reembolso de gastos, despesas e dívidas ocorridas nos 24 (vinte e quatro) meses anteriores à data de encerramento da Oferta e (ii) a novos investimentos, todos relacionados ao Projeto",False,False,1,1,True,1,1,0.8830770254135132,
CBSS_3_Escritura-Escritura_20231003_000.pdf,DESTINACAO_DOS_RECURSOS,Sonar,pro_destinacao_recursos,topics,prompt_geral_conhecimento_por_topic,"no reembolso de gastos, despesas e dívidas ocorridas nos 24 meses anteriores à data de encerramento da Oferta e a novos investimentos, todos relacionados ao Projeto","A totalidade dos Recursos Líquidos captados por meio da Oferta será destinada (i) no reembolso de gastos, despesas e dívidas ocorridas nos 24 (vinte e quatro) meses anteriores à data de encerramento da Oferta e (ii) a novos investimentos, todos relacionados ao Projeto",False,False,1,1,True,1,1,0.8707453012466431,
CBSS_3_Escritura-Escritura_20231003_000.pdf,DESTINACAO_DOS_RECURSOS,GPT-5.1 Com raciocínio,pro_destinacao_recursos,topics,prompt_geral_conhecimento_por_topic,"A totalidade dos Recursos Líquidos conforme definido abaixo captados por meio da Oferta será destinada, nos termos do artigo 2, parágrafo 1, da Lei 12.431, e do Decreto 8.874, (i) no reembolso de gastos, despesas e dívidas ocorridas nos 24 (vinte e quatro) meses anteriores à data de encerramento da Oferta; e (ii) a novos investimentos, todos relacionados ao Projeto, conforme abaixo detalhado.","A totalidade dos Recursos Líquidos captados por meio da Oferta será destinada (i) no reembolso de gastos, despesas e dívidas ocorridas nos 24 (vinte e quatro) meses anteriores à data de encerramento da Oferta e (ii) a novos investimentos, todos relacionados ao Projeto",False,False,1,1,True,1,1,0.8573744893074036,
CBSS_3_Escritura-Escritura_20231003_000.pdf,EMISSOR,Sonar,basic,zeroshoot,prompt_geral_0_shoot,CONCESSIONÁRIA DO BLOCO SUL S.A.,CONCESSIONÁRIA DO BLOCO SUL S.A.,False,False,1,1,True,1,1,1.0,
CBSS_3_Escritura-Escritura_20231003_000.pdf,EMISSOR,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,CONCESSIONÁRIA DO BLOCO SUL S.A.,CONCESSIONÁRIA DO BLOCO SUL S.A.,False,False,1,1,True,1,1,1.0,
CBSS_3_Escritura-Escritura_20231003_000.pdf,EMISSOR,Claude Sonnet 4.5 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,CONCESSIONÁRIA DO BLOCO SUL S.A.,CONCESSIONÁRIA DO BLOCO SUL S.A.,False,False,1,1,True,1,1,1.0,
CBSS_3_Escritura-Escritura_20231003_000.pdf,EMISSOR,Grok 4.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,CONCESSIONÁRIA DO BLOCO SUL S.A.,CONCESSIONÁRIA DO BLOCO SUL S.A.,False,False,1,1,True,1,1,1.0,
CBSS_3_Escritura-Escritura_20231003_000.pdf,EMISSOR,Grok 4.1 Com raciocínio,pro_geral,conhecimento_12,prompt_geral_conhecimento,CONCESSIONÁRIA DO BLOCO SUL S.A.,CONCESSIONÁRIA DO BLOCO SUL S.A.,False,False,1,1,True,1,1,1.0,
CBSS_3_Escritura-Escritura_20231003_000.pdf,EMISSOR,Sonar,pro_geral,conhecimento_12,prompt_geral_conhecimento,CONCESSIONÁRIA DO BLOCO SUL S.A.,CONCESSIONÁRIA DO BLOCO SUL S.A.,False,False,1,1,True,1,1,1.0,
CBSS_3_Escritura-Escritura_20231003_000.pdf,EMISSOR,GPT-5.1 Com raciocínio,pro_geral,conhecimento_12,prompt_geral_conhecimento,CONCESSIONÁRIA DO BLOCO SUL S.A.,CONCESSIONÁRIA DO BLOCO SUL S.A.,False,False,1,1,True,1,1,1.0,
CBSS_3_Escritura-Escritura_20231003_000.pdf,EMISSOR,Claude Sonnet 4.5 Com raciocínio,pro_geral,conhecimento_12,prompt_geral_conhecimento,CONCESSIONÁRIA DO BLOCO SUL S.A.,CONCESSIONÁRIA DO BLOCO SUL S.A.,False,False,1,1,True,1,1,1.0,
CBSS_3_Escritura-Escritura_20231003_000.pdf,EMISSOR,GPT-5.1 Com raciocínio,pro_emissor,topics,prompt_geral_conhecimento_por_topic,CONCESSIONÁRIA DO BLOCO SUL S.A.,CONCESSIONÁRIA DO BLOCO SUL S.A.,False,False,1,1,True,1,1,1.0,
CBSS_3_Escritura-Escritura_20231003_000.pdf,EMISSOR,Claude Sonnet 4.5 Com raciocínio,pro_emissor,topics,prompt_geral_conhecimento_por_topic,CONCESSIONÁRIA DO BLOCO SUL S.A.,CONCESSIONÁRIA DO BLOCO SUL S.A.,False,False,1,1,True,1,1,1.0,
CBSS_3_Escritura-Escritura_20231003_000.pdf,EMISSOR,Grok 4.1 Com raciocínio,pro_emissor,topics,prompt_geral_conhecimento_por_topic,CONCESSIONRIA DO BLOCO SUL S.A.,CONCESSIONÁRIA DO BLOCO SUL S.A.,False,False,1,1,True,1,1,0.9954072833061218,
CBSS_3_Escritura-Escritura_20231003_000.pdf,EMISSOR,Sonar,pro_emissor,topics,prompt_geral_conhecimento_por_topic,CONCESSIONÁRIA DO BLOCO SUL S.A.,CONCESSIONÁRIA DO BLOCO SUL S.A.,False,False,1,1,True,1,1,1.0,
CBSS_3_Escritura-Escritura_20231003_000.pdf,NUMERO_DA_EMISSAO,Sonar,basic,zeroshoot,prompt_geral_0_shoot,3ª emissão,3ª emissão,False,False,1,1,True,1,1,1.0,
CBSS_3_Escritura-Escritura_20231003_000.pdf,NUMERO_DA_EMISSAO,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,3 (terceira) emissão de debêntures,3ª emissão,False,False,1,1,True,1,0,0.802558958530426,
CBSS_3_Escritura-Escritura_20231003_000.pdf,NUMERO_DA_EMISSAO,Claude Sonnet 4.5 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,3ª (terceira) emissão,3ª emissão,False,False,1,1,True,1,1,0.9264466762542723,
CBSS_3_Escritura-Escritura_20231003_000.pdf,NUMERO_DA_EMISSAO,Grok 4.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,3ª (terceira emissão),3ª emissão,False,False,1,1,True,1,1,0.9375081062316896,
CBSS_3_Escritura-Escritura_20231003_000.pdf,NUMERO_DA_EMISSAO,Grok 4.1 Com raciocínio,pro_geral,conhecimento_12,prompt_geral_conhecimento,3ª emissão,3ª emissão,False,False,1,1,True,1,1,1.0,
CBSS_3_Escritura-Escritura_20231003_000.pdf,NUMERO_DA_EMISSAO,Sonar,pro_geral,conhecimento_12,prompt_geral_conhecimento,3ª emissão,3ª emissão,False,False,1,1,True,1,1,1.0,
CBSS_3_Escritura-Escritura_20231003_000.pdf,NUMERO_DA_EMISSAO,GPT-5.1 Com raciocínio,pro_geral,conhecimento_12,prompt_geral_conhecimento,3 (terceira) emissão de debêntures,3ª emissão,False,False,1,1,True,1,0,0.802558958530426,
CBSS_3_Escritura-Escritura_20231003_000.pdf,NUMERO_DA_EMISSAO,Claude Sonnet 4.5 Com raciocínio,pro_geral,conhecimento_12,prompt_geral_conhecimento,3ª (terceira) emissão,3ª emissão,False,False,1,1,True,1,1,0.9264466762542723,
CBSS_3_Escritura-Escritura_20231003_000.pdf,NUMERO_DA_EMISSAO,Sonar,pro_numero_emissao,topics,prompt_geral_conhecimento_por_topic,3ª emissão,3ª emissão,False,False,1,1,True,1,1,1.0,
CBSS_3_Escritura-Escritura_20231003_000.pdf,NUMERO_DA_EMISSAO,GPT-5.1 Com raciocínio,pro_numero_emissao,topics,prompt_geral_conhecimento_por_topic,3 terceira emisso,3ª emissão,False,False,1,1,True,1,1,0.8773946166038513,
CBSS_3_Escritura-Escritura_20231003_000.pdf,NUMERO_DA_EMISSAO,Claude Sonnet 4.5 Com raciocínio,pro_numero_emissao,topics,prompt_geral_conhecimento_por_topic,3ª emissão,3ª emissão,False,False,1,1,True,1,1,1.0,
CBSS_3_Escritura-Escritura_20231003_000.pdf,NUMERO_DA_EMISSAO,Grok 4.1 Com raciocínio,pro_numero_emissao,topics,prompt_geral_conhecimento_por_topic,3ª emissão,3ª emissão,False,False,1,1,True,1,1,1.0,
CBSS_3_Escritura-Escritura_20231003_000.pdf,PRAZO_DE_VENCIMENTO,Sonar,basic,zeroshoot,prompt_geral_0_shoot,Não encontrado,"288 (duzentos e oitenta e oito) meses contados da Data de Emissão, vencendo-se as Debêntures em 15 de outubro de 2047",False,True,1,0,False,-1,0,0.0,
CBSS_3_Escritura-Escritura_20231003_000.pdf,PRAZO_DE_VENCIMENTO,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,"o prazo de vencimento das Debêntures será de 288 (duzentos e oitenta e oito) meses contados da Data de Emissão, vencendo-se as Debêntures, portanto, em 15 de outubro de 2047","288 (duzentos e oitenta e oito) meses contados da Data de Emissão, vencendo-se as Debêntures em 15 de outubro de 2047",False,False,1,1,True,1,0,0.8340142965316772,
CBSS_3_Escritura-Escritura_20231003_000.pdf,PRAZO_DE_VENCIMENTO,Claude Sonnet 4.5 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,"288 (duzentos e oitenta e oito) meses contados da Data de Emissão, vencendo-se as Debêntures em 15 de outubro de 2047","288 (duzentos e oitenta e oito) meses contados da Data de Emissão, vencendo-se as Debêntures em 15 de outubro de 2047",False,False,1,1,True,1,1,1.000000238418579,
CBSS_3_Escritura-Escritura_20231003_000.pdf,PRAZO_DE_VENCIMENTO,Grok 4.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,288 meses contados da Data de Emissão,"288 (duzentos e oitenta e oito) meses contados da Data de Emissão, vencendo-se as Debêntures em 15 de outubro de 2047",False,False,1,1,True,1,1,0.8673281669616699,
CBSS_3_Escritura-Escritura_20231003_000.pdf,PRAZO_DE_VENCIMENTO,Grok 4.1 Com raciocínio,pro_geral,conhecimento_12,prompt_geral_conhecimento,Data de Vencimento das Debêntures da Primeira Série e Segunda Série,"288 (duzentos e oitenta e oito) meses contados da Data de Emissão, vencendo-se as Debêntures em 15 de outubro de 2047",False,False,1,1,True,1,0,0.562922477722168,
CBSS_3_Escritura-Escritura_20231003_000.pdf,PRAZO_DE_VENCIMENTO,Sonar,pro_geral,conhecimento_12,prompt_geral_conhecimento,Não encontrado,"288 (duzentos e oitenta e oito) meses contados da Data de Emissão, vencendo-se as Debêntures em 15 de outubro de 2047",False,True,1,0,False,-1,0,0.0,
CBSS_3_Escritura-Escritura_20231003_000.pdf,PRAZO_DE_VENCIMENTO,GPT-5.1 Com raciocínio,pro_geral,conhecimento_12,prompt_geral_conhecimento,"o prazo de vencimento das Debêntures será de 288 (duzentos e oitenta e oito) meses contados da Data de Emissão, vencendo-se as Debêntures, portanto, em 15 de outubro de 2047","288 (duzentos e oitenta e oito) meses contados da Data de Emissão, vencendo-se as Debêntures em 15 de outubro de 2047",False,False,1,1,True,1,0,0.8340142965316772,
CBSS_3_Escritura-Escritura_20231003_000.pdf,PRAZO_DE_VENCIMENTO,Claude Sonnet 4.5 Com raciocínio,pro_geral,conhecimento_12,prompt_geral_conhecimento,"288 (duzentos e oitenta e oito) meses contados da Data de Emissão, vencendo-se em 15 de outubro de 2047","288 (duzentos e oitenta e oito) meses contados da Data de Emissão, vencendo-se as Debêntures em 15 de outubro de 2047",False,False,1,1,True,1,1,0.9732452034950256,
CBSS_3_Escritura-Escritura_20231003_000.pdf,PRAZO_DE_VENCIMENTO,Grok 4.1 Com raciocínio,pro_prazo_vencimento,topics,prompt_geral_conhecimento_por_topic,15 de outubro de 2047,"288 (duzentos e oitenta e oito) meses contados da Data de Emissão, vencendo-se as Debêntures em 15 de outubro de 2047",False,False,1,1,True,1,0,0.5258622765541077,
CBSS_3_Escritura-Escritura_20231003_000.pdf,PRAZO_DE_VENCIMENTO,Sonar,pro_prazo_vencimento,topics,prompt_geral_conhecimento_por_topic,15 de outubro de 2047,"288 (duzentos e oitenta e oito) meses contados da Data de Emissão, vencendo-se as Debêntures em 15 de outubro de 2047",False,False,1,1,True,1,0,0.5258622765541077,
CBSS_3_Escritura-Escritura_20231003_000.pdf,PRAZO_DE_VENCIMENTO,GPT-5.1 Com raciocínio,pro_prazo_vencimento,topics,prompt_geral_conhecimento_por_topic,15 de outubro de 2047,"288 (duzentos e oitenta e oito) meses contados da Data de Emissão, vencendo-se as Debêntures em 15 de outubro de 2047",False,False,1,1,True,1,0,0.5258622765541077,
CBSS_3_Escritura-Escritura_20231003_000.pdf,PRAZO_DE_VENCIMENTO,Claude Sonnet 4.5 Com raciocínio,pro_prazo_vencimento,topics,prompt_geral_conhecimento_por_topic,"288 (duzentos e oitenta e oito) meses contados da Data de Emisão, vencendo-se as Debêntures em 15 de outubro de 2047","288 (duzentos e oitenta e oito) meses contados da Data de Emissão, vencendo-se as Debêntures em 15 de outubro de 2047",False,False,1,1,True,1,1,0.9272779822349548,
CBSS_3_Escritura-Escritura_20231003_000.pdf,PUBLICO_ALVO,Sonar,basic,zeroshoot,prompt_geral_0_shoot,exclusivamente Investidores Profissionais,exclusivamente Investidores Profissionais,False,False,1,1,True,1,1,0.9999998807907104,
CBSS_3_Escritura-Escritura_20231003_000.pdf,PUBLICO_ALVO,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,exclusivamente Investidores Profissionais,exclusivamente Investidores Profissionais,False,False,1,1,True,1,1,0.9999998807907104,
CBSS_3_Escritura-Escritura_20231003_000.pdf,PUBLICO_ALVO,Claude Sonnet 4.5 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,"Investidores Profissionais, assim definidos nos termos do artigo 11 da Resolução CVM n.º 30, de 11 de maio de 2021",exclusivamente Investidores Profissionais,False,False,1,1,True,1,0,0.574809193611145,
CBSS_3_Escritura-Escritura_20231003_000.pdf,PUBLICO_ALVO,Grok 4.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,exclusivamente Investidores Profissionais,exclusivamente Investidores Profissionais,False,False,1,1,True,1,1,0.9999998807907104,
CBSS_3_Escritura-Escritura_20231003_000.pdf,PUBLICO_ALVO,Grok 4.1 Com raciocínio,pro_geral,conhecimento_12,prompt_geral_conhecimento,investidores profissionais,exclusivamente Investidores Profissionais,False,False,1,1,True,1,1,0.8740113377571106,
CBSS_3_Escritura-Escritura_20231003_000.pdf,PUBLICO_ALVO,Sonar,pro_geral,conhecimento_12,prompt_geral_conhecimento,Investidores Profissionais,exclusivamente Investidores Profissionais,False,False,1,1,True,1,1,0.8864133358001709,
CBSS_3_Escritura-Escritura_20231003_000.pdf,PUBLICO_ALVO,GPT-5.1 Com raciocínio,pro_geral,conhecimento_12,prompt_geral_conhecimento,exclusivamente Investidores Profissionais,exclusivamente Investidores Profissionais,False,False,1,1,True,1,1,0.9999998807907104,
CBSS_3_Escritura-Escritura_20231003_000.pdf,PUBLICO_ALVO,Claude Sonnet 4.5 Com raciocínio,pro_geral,conhecimento_12,prompt_geral_conhecimento,Investidores Profissionais,exclusivamente Investidores Profissionais,False,False,1,1,True,1,1,0.8864133358001709,
CBSS_3_Escritura-Escritura_20231003_000.pdf,PUBLICO_ALVO,Claude Sonnet 4.5 Com raciocínio,pro_publico_alvo,topics,prompt_geral_conhecimento_por_topic,"Investidores Profissionais, assim definidos nos termos do artigo 11 da Resolução CVM n. 30, de 11 de maio de 2021",exclusivamente Investidores Profissionais,False,False,1,1,True,1,0,0.5825623869895935,
CBSS_3_Escritura-Escritura_20231003_000.pdf,PUBLICO_ALVO,Grok 4.1 Com raciocínio,pro_publico_alvo,topics,prompt_geral_conhecimento_por_topic,Investidores Profissionais,exclusivamente Investidores Profissionais,False,False,1,1,True,1,1,0.8864133358001709,
CBSS_3_Escritura-Escritura_20231003_000.pdf,PUBLICO_ALVO,Sonar,pro_publico_alvo,topics,prompt_geral_conhecimento_por_topic,Investidores Profissionais,exclusivamente Investidores Profissionais,False,False,1,1,True,1,1,0.8864133358001709,
CBSS_3_Escritura-Escritura_20231003_000.pdf,PUBLICO_ALVO,GPT-5.1 Com raciocínio,pro_publico_alvo,topics,prompt_geral_conhecimento_por_topic,Investidores Profissionais,exclusivamente Investidores Profissionais,False,False,1,1,True,1,1,0.8864133358001709,
CBSS_3_Escritura-Escritura_20231003_000.pdf,REGIME_DE_COLOCACAO,Sonar,basic,zeroshoot,prompt_geral_0_shoot,"distribuição pública, sob rito de registro automático de distribuição",sob regime de melhores esforços de colocação,False,False,1,1,True,1,0,0.328819066286087,
CBSS_3_Escritura-Escritura_20231003_000.pdf,REGIME_DE_COLOCACAO,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,sob regime de melhores esforços de colocação,sob regime de melhores esforços de colocação,False,False,1,1,True,1,1,0.9999998807907104,
